Href,ArticleTitle,DateRetrieved,Content,WebSiteName
https://news.google.com/articles/CBMiLWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9mb290YmFsbC81MzIxMTAzMtIBMWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9hbXAvZm9vdGJhbGwvNTMyMTEwMzI?hl=en-GB&gl=GB&ceid=GB%3Aen,David Hay: More pressure on Steven Gerrard to stop Celtic,06/28/2020 00:00:00,Sport,BBC Sport
https://news.google.com/articles/CBMiLWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9mb290YmFsbC81MTgyODk0M9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Nottingham Forest 3-1 Huddersfield Town: Lewis Grabban leads Reds to win,06/28/2020 00:00:00,Sport,BBC Sport
https://news.google.com/articles/CAIiENVilqKboqI6SnQDfCmK3JgqGQgEKhAIACoHCAow2LCYCzDvurADMNXZ0AY?hl=en-GB&gl=GB&ceid=GB%3Aen,FA Cup semis: Man Utd drawn against Chelsea,06/28/2020 00:00:00,Sport,Sky Sports
https://news.google.com/articles/CAIiEL_86-jWbiiXO4j9wOFoWlQqGQgEKhAIACoHCAow2LCYCzDvurADMNXZ0AY?hl=en-GB&gl=GB&ceid=GB%3Aen,Ings' double dents Watford hopes,06/28/2020 00:00:00,Sport,Sky Sports
https://news.google.com/articles/CAIiEKiKqsYjeHq3QcmMp91eEH8qGQgEKhAIACoHCAow2LCYCzDvurADMNXZ0AY?hl=en-GB&gl=GB&ceid=GB%3Aen,Barkley seals Chelsea's semi-final place,06/28/2020 00:00:00,Sport,Sky Sports
https://news.google.com/articles/CBMiLWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9mb290YmFsbC81MzIxNDgzNdIBMWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9hbXAvZm9vdGJhbGwvNTMyMTQ4MzU?hl=en-GB&gl=GB&ceid=GB%3Aen,FA Cup semi-final draw: Manchester United to face Chelsea,06/28/2020 00:00:00,Sport,BBC Sport
https://news.google.com/articles/CBMiLWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9mb290YmFsbC81MzIwNTYxNtIBMWh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9hbXAvZm9vdGJhbGwvNTMyMDU2MTY?hl=en-GB&gl=GB&ceid=GB%3Aen,Arjen Robben: Michael Jordan documentary inspired Groningen comeback,06/28/2020 00:00:00,Sport,BBC Sport
https://news.google.com/articles/CBMigwFodHRwczovL3d3dy5iYmMuY28udWsvc3BvcnQvY3JpY2tldC81MzIxMjQwND9pbnRsaW5rX2Zyb21fdXJsPWh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2VuZ2xhbmQmbGlua19sb2NhdGlvbj1saXZlLXJlcG9ydGluZy1zdG9yedIBMGh0dHBzOi8vd3d3LmJiYy5jby51ay9zcG9ydC9hbXAvY3JpY2tldC81MzIxMjQwNA?hl=en-GB&gl=GB&ceid=GB%3Aen,England v West Indies: Stuart Broad 'worried' about finding best form,06/28/2020 00:00:00,Sport,BBC Sport
https://news.google.com/articles/CBMigAFodHRwczovL3Nwb3J0cy55YWhvby5jb20vZG9kZ2Vycy1vdXRmaWVsZGVyLWFuZHJldy10b2xlcy1qYWlsZWQtYWZ0ZXItYmVpbmctZm91bmQtc2xlZXBpbmctYmVoaW5kLWZsb3JpZGEtYWlycG9ydC0yMDU0MjEyNjguaHRtbNIBiAFodHRwczovL3Nwb3J0cy55YWhvby5jb20vYW1waHRtbC9kb2RnZXJzLW91dGZpZWxkZXItYW5kcmV3LXRvbGVzLWphaWxlZC1hZnRlci1iZWluZy1mb3VuZC1zbGVlcGluZy1iZWhpbmQtZmxvcmlkYS1haXJwb3J0LTIwNTQyMTI2OC5odG1s?hl=en-GB&gl=GB&ceid=GB%3Aen,Dodgers outfielder Andrew Toles jailed after being found sleeping behind Florida airport,06/28/2020 00:00:00,Sport,Yahoo Sports
https://news.google.com/articles/CBMibGh0dHBzOi8vc3BvcnRzLnlhaG9vLmNvbS9taWtlLXBlcnJ5LWdpcmxmcmllbmQtc3RlYWxzLXNob3ctdWZjLWFwZXgtbGFzLXZlZ2FzLW1pY2tleS1nYWxsLXdpbi0wMzA5MDIzNzcuaHRtbNIBdGh0dHBzOi8vc3BvcnRzLnlhaG9vLmNvbS9hbXBodG1sL21pa2UtcGVycnktZ2lybGZyaWVuZC1zdGVhbHMtc2hvdy11ZmMtYXBleC1sYXMtdmVnYXMtbWlja2V5LWdhbGwtd2luLTAzMDkwMjM3Ny5odG1s?hl=en-GB&gl=GB&ceid=GB%3Aen,"Mike Perry's move to scrap his corner crew for his girlfriend worked, and fans loved it",06/28/2020 00:00:00,Sport,Yahoo Sports
